id,username,created_at,lng,lat,text
1516966338467532801,MobileJackGames,Thu Apr 21 02:25:33 +0000 2022,-122.334461,47.307568,@TweetsBySalt Bro. BRUH. We should hang.
1516966394276945920,Johtus1288,Thu Apr 21 02:25:46 +0000 2022,-120.58340150000001,44.1454365,This made me evil-ass-joker-laugh. https://t.co/O435c8wt47
1516966400782323712,tim_detjen,Thu Apr 21 02:25:48 +0000 2022,-122.805579,45.484892,@jochely3 @fox12oregon The masks have been proven to do absolutely nothing to prevent the spread a flu variant call… https://t.co/9E9lemYlQr
1516966403710017542,raist761,Thu Apr 21 02:25:49 +0000 2022,-111.2978705,47.493836,@Shane72576280 @PippaOona Understanding his place in the whole divine process.
1516966423507046401,JustDanceAlex,Thu Apr 21 02:25:53 +0000 2022,-122.3306025,47.614817,"restarted @maddow, so Dad could watch and hearing @MorganOrtagus on #TakeTheFifth is just as painful to r second ti… https://t.co/LHQG4jMFfV"
1516966437994176512,Seanakin,Thu Apr 21 02:25:57 +0000 2022,-106.96603300000001,44.7886575,"@JonnyMicro @DomesticCEOCat The right lung alone has hella bunches of bronchi, though"
1516966453605396480,CharlieYankee14,Thu Apr 21 02:26:01 +0000 2022,-116.97167999999999,44.0275005,@GeorgeTakei Happy birthday Mr. Taki 🎂🎂🎂
1516966458240081920,soleilbrille18,Thu Apr 21 02:26:02 +0000 2022,-122.3306025,47.614817,@AgapeLove28 @BonnieHarold5 Done!
1516966478901260289,sonyawh55919237,Thu Apr 21 02:26:07 +0000 2022,-123.42868250000001,48.1128715,@Acyn Right...Trump did this so I can see how you would mix them up. What a jerk
1516966483363987456,carsonpemcorgi,Thu Apr 21 02:26:08 +0000 2022,-120.58340150000001,44.1454365,"@royalcorgslife Change is hard. Hopefully, the more things become a routine, he’ll make more progress. ❤️ Training… https://t.co/uEbz7sEWBm"
1516966498350211078,rakune,Thu Apr 21 02:26:11 +0000 2022,-122.194398,47.481598,@Rockstarpup That RoundUp was sodalicious
1516966510211657728,DuckZone503,Thu Apr 21 02:26:14 +0000 2022,-122.630908,45.536402,Recruiting Update for #oregonfootball as 2023 4⭐️ DB Caleb Presley (@CalebPresley5 ) will be at the #Oregon Spring… https://t.co/rW7IkJWzdf
1516966527848763393,tgarciaart,Thu Apr 21 02:26:18 +0000 2022,-122.2405945,47.853083,Still doesn’t feel like I’m watching a “Batman” movie. Feels like a movie that features Batman… I’m not mad at it t… https://t.co/rUlDNqE2ct
1516966530189168641,brewticuslee,Thu Apr 21 02:26:19 +0000 2022,-122.766342,48.937986499999994,Okay. Day 2 of not watching the new Batman movie because I didn’t realize it is almost 3hrs long. Maybe tomorrow af… https://t.co/5vnQHoRqVo
1516966533183852544,bassah_sage,Thu Apr 21 02:26:20 +0000 2022,-120.882482,47.273022,@Rocket784 I'd love to wank over you.
1516966541211877381,raist761,Thu Apr 21 02:26:21 +0000 2022,-111.2978705,47.493836,@TheTweetOfRhea They're not entirely in on it.
1516966561348612096,bigjay00dx,Thu Apr 21 02:26:26 +0000 2022,-122.3306025,47.614817,Forgot to add bone broth to list
1516966561700974592,SuperBikeMike8,Thu Apr 21 02:26:26 +0000 2022,-119.3612005,46.309523999999996,@Beautyofwrld @addict_auto Beautiful; especially with the fruit trees in bloom!
1516966562015580160,stevemullis,Thu Apr 21 02:26:26 +0000 2022,-122.3306025,47.614817,@davidmackau Can a science person explain to me how his very white collar never gets any makeup on it? I’m so intrigued.
1516966601559445504,Chimaera000,Thu Apr 21 02:26:36 +0000 2022,-120.58340150000001,44.1454365,"@djbuttsmcgee I love that someone else pumps the gas for me. And yes, I used to live in California, I know how. I a… https://t.co/ux3Bu9Vup7"
1516966644710469632,AcctHenry,Thu Apr 21 02:26:46 +0000 2022,-120.58340150000001,44.1454365,@beth_monje Pumpkinhead https://t.co/i0z0iLg7pD
1516966661944791040,sjmuir,Thu Apr 21 02:26:50 +0000 2022,-123.3583795,48.4267305,"Meanwhile, first signs of spring reveal militia-like anti-forestry radicals converging on the woods near Port Renfr… https://t.co/FPqe7elw1k"
1516966665614884864,IAmMackWilliams,Thu Apr 21 02:26:51 +0000 2022,-122.17128650000001,47.231716500000005,James Harden is everything that is wrong with today's NBA
1516966691464302593,ARTICANNABELLUM,Thu Apr 21 02:26:57 +0000 2022,-123.1224015,44.065621,I WAS FORCIBLY REMOVED FROM MY HOME COUNTRY AND FORCED INTO A NATIVE AMERICAN WELFARE RESERVATION BY THE #USO IN 19… https://t.co/JeTZXGiR5V
1516966692852670464,XBLFlynn,Thu Apr 21 02:26:58 +0000 2022,-122.805579,45.484892,"Okay, I agree with this."
1516966695046316036,paulbux,Thu Apr 21 02:26:58 +0000 2022,-110.0447835,46.6798,Congrats @Nerdy_Mike!
1516966700280729600,SKCFDispatches,Thu Apr 21 02:26:59 +0000 2022,-122.2301808,47.3075369,"🫁 🚒DISPATCH: CPR Response - Fire Only @ MUCKLESHOOT CASINO #DOOR-4, 2402 AUBURN WAY S #DOOR-4, AUBURN.Responding… https://t.co/oJRmM1nVIa"
1516966705158770688,bassah_sage,Thu Apr 21 02:27:01 +0000 2022,-120.882482,47.273022,@Rocket784 @brittluvsbbc Oh really you promise
1516966710967816197,pdxpolicelog,Thu Apr 21 02:27:02 +0000 2022,-122.616733,45.461722,"PREMISE CHECK at 4400 SE JOHNSON CREEK BLVD, PORT [Portland Police #PP22000105089] 18:56 #pdx911"
1516966714411413504,arisimcim,Thu Apr 21 02:27:03 +0000 2022,-123.2793435,44.5692455,The abercrombie documentary is so good
1516966716932198401,MLovell55,Thu Apr 21 02:27:03 +0000 2022,-114.14326249999999,45.4945515,"@alexforest01 Toss up, Colorado and Virginia."
1516966722531561472,briantalksbsb,Thu Apr 21 02:27:05 +0000 2022,-122.3306025,47.614817,@_kuyamikey My condolences
1516966738608328704,dylanmaustin,Thu Apr 21 02:27:09 +0000 2022,-122.3306025,47.614817,Two BOGO emails today from @Kiehls. Neither was for their sativa seed concentrate. 4/20 opportunity lost.
1516966758581604353,hbooooomb,Thu Apr 21 02:27:13 +0000 2022,-122.630908,45.536402,Pork Caribbean stew. My sinuses have never been more clear. 😳 https://t.co/7XDqZQ4g0p
1516966760099946496,Emdymondphotos,Thu Apr 21 02:27:14 +0000 2022,-122.296281,47.119285500000004,Catching Jordan by Miranda Kenneally ⭐️⭐️⭐️ read this was back in the day and loved it. Reread wasn’t as great as I… https://t.co/jG7v7NIw6L
1516966782958858240,JamesBu39632886,Thu Apr 21 02:27:19 +0000 2022,-122.541127,46.951426,@SpicyInSeattle You have my attention!! XXXX https://t.co/Xt9Yli6ofF
1516966794837118976,tim_detjen,Thu Apr 21 02:27:22 +0000 2022,-122.805579,45.484892,@ColinCowherd @BrooklynNets Where was Kyrie? Was he at the game? He was nowhere to be found.
1516966801317326849,ceparmele,Thu Apr 21 02:27:23 +0000 2022,-122.60666599999999,47.5852835,@justapedn_cob @DuplessisBrad Someone who never served or someone who served but never made it past E-3.
1516966830140665857,_Meyonic,Thu Apr 21 02:27:30 +0000 2022,-117.434547,47.667438,@kisk3say never left
1516966836780232704,pamcakes420,Thu Apr 21 02:27:32 +0000 2022,-122.3306025,47.614817,I'm gonna try to be in Cali again next year for 4/20. So. Much. Free. Shit.
1516966839611318274,MarcyAppyreid,Thu Apr 21 02:27:33 +0000 2022,-120.882482,47.273022,@MaterGarruli When they were babies https://t.co/Lmkn1DriHl
1516966846859075584,BeaverCheer,Thu Apr 21 02:27:34 +0000 2022,-123.2793435,44.5692455,☝️ week 🦫 Nation until our annual #damproudday. Please consider supporting Beaver Spirit on April 27. #beavsgive https://t.co/FJ82Bid60M
1516966873283268608,Kelly_I_Thomas,Thu Apr 21 02:27:41 +0000 2022,-123.029015,44.935084,@Davita_Curtis Excellent choices!
1516966873564286976,melijennii,Thu Apr 21 02:27:41 +0000 2022,-122.6692365,47.5618015,"i wish i could warn my younger self, none of it was worth it."
1516966881759956992,djnayiram,Thu Apr 21 02:27:43 +0000 2022,-122.506779,47.157103000000006,always smell it first
1516966908251107328,MrBurks206,Thu Apr 21 02:27:49 +0000 2022,-122.334461,47.307568,These are the facts. One of the Dumbest moves in hoop history.
1516966928438374400,retconmike,Thu Apr 21 02:27:54 +0000 2022,-122.630908,45.536402,"In the shower rubbing soap all over my body, getting real steamy thinking about what most single men think about un… https://t.co/q6smpqOg7H"
1516966935522516992,McneilWebster,Thu Apr 21 02:27:55 +0000 2022,-122.3001295,47.827984,"@MatthewEvans001 @MsPlayoffHope I’m actually figuratively proving my own point, not literally. Fact of the matter i… https://t.co/OK2GpxysNz"
1516966955365765120,alanlmatthews,Thu Apr 21 02:28:00 +0000 2022,-120.882482,47.273022,@TheeNelDog Deal.
1516966958255599616,Holden_WX,Thu Apr 21 02:28:01 +0000 2022,-122.8689885,42.343588999999994,"⚡️Well that escalated quickly—(7:25pm) Thundershowers with strikes recorded outside Brookings now, periods of heavy… https://t.co/T65WaIQTzf"
1516966960038260737,billinitup1,Thu Apr 21 02:28:01 +0000 2022,-122.3306025,47.614817,@mattgaetz ICYMI. Were you soliciting?https://t.co/d0gWizg6NA
1516966968955334656,_alwaysopen_19,Thu Apr 21 02:28:03 +0000 2022,-117.1542695,46.730822,After a great talk with @CoachDickert Im blessed to say i’ve received an offer to @WSUCougarFB @adamgorney… https://t.co/y79rmsKqkd
1516966974131109888,425Kev,Thu Apr 21 02:28:05 +0000 2022,-122.096397,47.9921425,The good news #49ers fans? Take a look at Drake London to ease your sorrow. COVID kinda kept it a secret but he dom… https://t.co/29xOEezeCu
1516966983002034176,XBLFlynn,Thu Apr 21 02:28:07 +0000 2022,-122.805579,45.484892,@TGrammie2 @JeromeAdamsMD @Delta And he wasn't even imposing on him. He was suggesting freedom. And this dingus rejected it.
1516966991214481409,goddessluna8971,Thu Apr 21 02:28:09 +0000 2022,-122.3306025,47.614817,My website is officially up 😘 link in the bio https://t.co/nZErypxPeE
1516967007417032704,SuperBikeMike8,Thu Apr 21 02:28:13 +0000 2022,-119.3612005,46.309523999999996,@addict_auto F'n outrageous!! Thanks for sharing!!
1516967011699478528,tim_detjen,Thu Apr 21 02:28:14 +0000 2022,-122.805579,45.484892,@KEVNDU It will never happen. He won't play for a team that passed him up in the draft.
1516967018661961728,Cheeburgah,Thu Apr 21 02:28:15 +0000 2022,-120.58340150000001,44.1454365,"“Knuckle up, put em upYeah guard your grille” @naughtybynature Words to live by ✌️"
1516967020704649216,GMOsbad,Thu Apr 21 02:28:16 +0000 2022,-120.882482,47.273022,Cannabis is a herb used for medicine for thousands of years don't fire me for taking my medication
1516967022973767680,patricknissen5,Thu Apr 21 02:28:16 +0000 2022,-120.2883245,47.3911965,@arunmcp22 Want your hug
1516967044142407683,aarondleong,Thu Apr 21 02:28:21 +0000 2022,-122.5355625,47.6476145,You’d laugh at how much critical infrastructure is still run on XP
1516967056494583808,JeffBaiocco,Thu Apr 21 02:28:24 +0000 2022,-117.434547,47.667438,"@RyoshiLife If that’s a @investvoyager boat , it should be sinking."
1516967077680087040,veryfamousman,Thu Apr 21 02:28:29 +0000 2022,-122.5889745,45.630589,drafts check https://t.co/TotTwY71M1
1516967085586407426,RiderCamden,Thu Apr 21 02:28:31 +0000 2022,-122.1973055,47.092632,"If you can find Jazz Apples, they’re 🔥"
1516967087662452736,SheelyPhotog,Thu Apr 21 02:28:32 +0000 2022,-108.562922,45.7974455,@NFTShowcase Thanks for the love 💜
1516967104389414913,RyanCartiers,Thu Apr 21 02:28:36 +0000 2022,-96.3073065,65.8381145,@etalkCTV @TwitterSupport how do I get these irrelevant #celebrity posts off my feed.
1516967107904229376,live4offrd,Thu Apr 21 02:28:37 +0000 2022,-122.481626,45.6512475,Let's go @uselesscrypto
1516967116418605056,Jobsatclark,Thu Apr 21 02:28:39 +0000 2022,-122.6508104,45.657175,This job might be a great fit for you: Part-time Geography Professor - Continuous Pool - https://t.co/DrAyPdv1W5 #VancouverWA #VanWa
1516967131904045056,MrBurks206,Thu Apr 21 02:28:42 +0000 2022,-122.334461,47.307568,Harden can NEVER cry about a foul called against him.
1516967155182424064,MTorganizer,Thu Apr 21 02:28:48 +0000 2022,-112.021045,46.597516999999996,"Seriously Noi, it took you all of three days to tell Steve you loved him. I’m not buying what you’re selling. .  #MAFS"
1516967163919159296,ShiftAffect,Thu Apr 21 02:28:50 +0000 2022,-123.508903,48.441795,#SonicMovie2  please be good as the first one 🙏
1516967165177462786,_Meyonic,Thu Apr 21 02:28:50 +0000 2022,-117.434547,47.667438,Easy. #Heardle #54🔉⬛️🟩⬜️⬜️⬜️⬜️https://t.co/sdnG3LTu17
1516967203928641537,IAmMackWilliams,Thu Apr 21 02:28:59 +0000 2022,-122.17128650000001,47.231716500000005,Oh yall finally decided to post audio with your videos? Took you 70ish games to get up to speed with every other te… https://t.co/wwQIO5qLzo
1516967211495165952,MissAlexWhite,Thu Apr 21 02:29:01 +0000 2022,-122.3306025,47.614817,Your favorite redhead rascal band turns 14 years old today. #whitemystery #chicago https://t.co/kRXbvMPC7J
1516967213562941440,pdxpolicelog,Thu Apr 21 02:29:02 +0000 2022,-122.660506,45.543689,"UNWANTED PERSON at 400 NE STANTON ST, PORT [Portland Police #PP22000105046] 18:43 #pdx911"
1516967214582169600,ShempnJackFlash,Thu Apr 21 02:29:02 +0000 2022,-122.3306025,47.614817,Someone get this Rudy Tooty Fresh n Fruity off my TV!
1516967214913519616,pdxpolicelog,Thu Apr 21 02:29:02 +0000 2022,-122.49562,45.497994,"BURGLARY - COLD at 16300 SE HAIG ST, PORT [Portland Police #PP22000105051] 18:27 #pdx911"
1516967219996946433,tim_detjen,Thu Apr 21 02:29:03 +0000 2022,-122.805579,45.484892,@johncanzanobft I'm 100% certain the A's are going to Vegas.
1516967235788546049,lfoquet,Thu Apr 21 02:29:07 +0000 2022,-122.630908,45.536402,Favorite restaurant in Portland: Jacqueline. https://t.co/WzYWHXdsod
1516967245456416768,McneilWebster,Thu Apr 21 02:29:09 +0000 2022,-122.3001295,47.827984,@MsPlayoffHope @MatthewEvans001 I agree Sir
1516967258056142848,ATweetsville,Thu Apr 21 02:29:12 +0000 2022,-120.882482,47.273022,Abbott Elementary’s Ava the best characters in television.
1516967284249481216,addisonsmommy84,Thu Apr 21 02:29:19 +0000 2022,-122.192819,47.813015500000006,Why's it gotta feel like I'm walking a tightropeWhy you wanna see how far I fall'Cause I'm already up here and I… https://t.co/6ej5gZj9VP
1516967293472845826,Demond_McCOY,Thu Apr 21 02:29:21 +0000 2022,-119.3256325,47.140170499999996,@RealSkipBayless The Nets need a coach. Nash ain't it; he doesn't make any adjustments.
1516967297201557505,dwntwnkeo,Thu Apr 21 02:29:22 +0000 2022,-122.3306025,47.614817,Is @imjustinrandall okay with the new Charlie Puth picture❤️
1516967316570796032,Holden_WX,Thu Apr 21 02:29:26 +0000 2022,-122.8689885,42.343588999999994,Much heavier downpours inbound for #Eureka 👀 #CAwx https://t.co/i6i8tKEtCb
1516967325810892800,marden_david,Thu Apr 21 02:29:29 +0000 2022,-120.58340150000001,44.1454365,@KchTpa @rowdyenergy @KyleBusch Still nothing at my local 7-11
1516967329547968513,MarcyAppyreid,Thu Apr 21 02:29:29 +0000 2022,-120.882482,47.273022,@MaterGarruli Buddy https://t.co/4ibVs5blxq
1516967343213015040,MadMadViking,Thu Apr 21 02:29:33 +0000 2022,-122.291023,47.859804999999994,@KIRO7Seattle How about you just legalize shooting armed robbers? That would solve a lot of problems.
1516967354189500416,GMOsbad,Thu Apr 21 02:29:35 +0000 2022,-120.882482,47.273022,@NostraSkepticMe Seen fantastic fungi?
1516967359155634177,ATweetsville,Thu Apr 21 02:29:36 +0000 2022,-120.882482,47.273022,Abbott Elementary’s Ava the best character in television.
1516967376561991680,pangolin_panda,Thu Apr 21 02:29:41 +0000 2022,-122.3306025,47.614817,"Yes, airlines didn't have any staffing shortages prior to Monday."
1516967396883410944,425Kev,Thu Apr 21 02:29:45 +0000 2022,-122.096397,47.9921425,"@NinerTribe004 Nah Jets have 10 and a big interest in Deebo. Niners can get that and a 2nd or two (Jets still have 4 overall, this works)."
1516967400771493888,AndreaAftershok,Thu Apr 21 02:29:46 +0000 2022,-122.205946,47.773496,@41_Hashley Yes please!!! When is the next weekend you guys are free?!
1516967415451557889,McneilWebster,Thu Apr 21 02:29:50 +0000 2022,-122.3001295,47.827984,@SimonThePope @astros I’m ready for the mariner ones tbh 🤣
1516967425777889280,theshaunbarrett,Thu Apr 21 02:29:52 +0000 2022,-122.80617050000001,45.399465,Watched the first episode of Euphoria and eh. I didn't like it.
1516967442165116928,JeffBaiocco,Thu Apr 21 02:29:56 +0000 2022,-117.434547,47.667438,@CryptoWendyO Is that your coochie?
1516967463153324032,ATweetsville,Thu Apr 21 02:30:01 +0000 2022,-120.882482,47.273022,Abbott Elementary’s Ava the best character on television.
1516967486951854080,RiderCamden,Thu Apr 21 02:30:07 +0000 2022,-122.1973055,47.092632,@nathanamrine12 @MyGolfSpy Nice
1516967535308013569,BogusBones208,Thu Apr 21 02:30:18 +0000 2022,-122.615429,48.484016499999996,@sparkyandalert It's no accident
1516967586663059456,MrBurks206,Thu Apr 21 02:30:31 +0000 2022,-122.334461,47.307568,KD ain’t getting enough slander on the TL for me. Lol
